id,date,production(kWh),specific_prod(kWh/kWp),uvIndex,sunHour,cloudcover,maxtempC,mintempC,precipitation,sunrise,sunset
14,2018-09-25,18.929502,4.044765384615385,5.0,11.6,26.0,22.0,14.0,7.1,07:26 AM,07:30 PM
14,2018-09-26,16.4714922,3.5195496153846157,5.0,11.6,17.0,23.0,13.0,6.3,07:26 AM,07:29 PM
14,2018-09-27,14.979100599999999,3.2006625213675215,5.0,11.6,17.0,21.0,12.0,4.2,07:27 AM,07:28 PM
14,2018-09-28,12.8280742,2.741041495726496,5.0,11.6,23.0,21.0,13.0,1.8,07:27 AM,07:28 PM
14,2018-09-29,14.443170899999998,3.086147628205128,5.0,11.6,21.0,21.0,11.0,1.3,07:27 AM,07:27 PM
14,2018-09-30,12.321580099999998,2.6328162606837604,5.0,11.6,16.0,23.0,13.0,0.7,07:27 AM,07:26 PM
14,2018-10-01,23.2614395,4.970393055555556,5.0,11.6,20.0,21.0,13.0,3.3,07:27 AM,07:25 PM
14,2018-10-02,22.3591738,4.7776012393162395,5.0,11.6,13.0,21.0,11.0,1.2,07:28 AM,07:24 PM
14,2018-10-03,19.0304258,4.066330299145299,5.0,11.6,23.0,20.0,13.0,1.7,07:28 AM,07:23 PM
14,2018-10-04,12.3078799,2.6298888675213674,5.0,11.6,20.0,21.0,13.0,3.5,07:28 AM,07:22 PM
14,2018-10-05,19.288959,4.121572435897436,5.0,11.6,13.0,22.0,12.0,0.4,07:28 AM,07:21 PM
14,2018-10-06,13.2155088,2.8238266666666667,5.0,11.6,17.0,21.0,13.0,2.6,07:29 AM,07:21 PM
14,2018-10-07,14.534419900000001,3.105645277777778,5.0,11.6,16.0,23.0,13.0,0.1,07:29 AM,07:20 PM
14,2018-10-08,15.9312549,3.4041142948717953,5.0,11.6,17.0,23.0,13.0,0.0,07:29 AM,07:19 PM
14,2018-10-09,20.168462899999998,4.309500619658119,5.0,11.6,14.0,23.0,13.0,0.1,07:29 AM,07:18 PM
14,2018-10-10,12.9972441,2.7771889102564105,5.0,11.6,19.0,23.0,14.0,3.0,07:30 AM,07:17 PM
14,2018-10-11,12.7331543,2.720759465811966,5.0,11.6,26.0,22.0,14.0,2.6,07:30 AM,07:17 PM
14,2018-10-12,16.6631133,3.560494294871795,5.0,11.6,37.0,21.0,14.0,7.3,07:30 AM,07:16 PM
14,2018-10-13,8.8744014,1.8962396153846155,5.0,11.6,25.0,22.0,14.0,2.4,07:31 AM,07:15 PM
14,2018-10-14,10.825416,2.3131230769230773,5.0,11.6,18.0,23.0,14.0,0.3,07:31 AM,07:14 PM
14,2018-10-15,13.550362300000002,2.89537655982906,5.0,11.6,18.0,23.0,14.0,1.6,07:31 AM,07:13 PM
14,2018-10-16,11.296237300000001,2.413725918803419,5.0,11.6,17.0,22.0,13.0,3.3,07:31 AM,07:13 PM
14,2018-10-17,18.3873223,3.928915021367522,5.0,11.6,29.0,18.0,12.0,2.4,07:32 AM,07:12 PM
14,2018-10-18,9.7251396,2.0780212820512824,5.0,11.6,30.0,19.0,13.0,2.0,07:32 AM,07:11 PM
14,2018-10-19,13.105373,2.8002933760683764,5.0,11.6,24.0,20.0,12.0,2.7,07:32 AM,07:11 PM
14,2018-10-20,13.497962900000001,2.8841801068376074,5.0,11.6,32.0,20.0,13.0,3.8,07:33 AM,07:10 PM
14,2018-10-21,7.4435723,1.5905069017094018,5.0,11.6,45.0,19.0,14.0,4.8,07:33 AM,07:09 PM
14,2018-10-22,24.0519961,5.139315405982907,5.0,11.6,22.0,22.0,12.0,0.3,07:33 AM,07:09 PM
14,2018-10-23,24.5920996,5.254722136752137,5.0,11.6,13.0,22.0,12.0,0.0,07:34 AM,07:08 PM
14,2018-10-24,20.642847699999997,4.410864893162393,5.0,11.6,9.0,23.0,12.0,0.1,07:34 AM,07:07 PM
14,2018-10-25,20.2289629,4.32242797008547,5.0,11.6,8.0,23.0,13.0,0.1,07:35 AM,07:07 PM
14,2018-10-26,18.472714800000002,3.9471612820512827,5.0,11.6,11.0,23.0,14.0,0.6,07:35 AM,07:06 PM
14,2018-10-27,15.1465176,3.2364353846153846,5.0,11.6,26.0,20.0,13.0,2.5,07:35 AM,07:05 PM
14,2018-10-28,18.980982400000002,4.055765470085471,5.0,11.6,33.0,20.0,13.0,2.6,07:36 AM,07:05 PM
14,2018-10-29,15.1005244,3.2266077777777777,5.0,11.6,24.0,21.0,13.0,1.9,07:36 AM,07:04 PM
14,2018-10-30,16.1581797,3.4526025000000007,5.0,11.6,16.0,22.0,12.0,0.2,07:37 AM,07:04 PM
14,2018-10-31,15.8498311,3.386716047008547,5.0,11.6,19.0,22.0,13.0,1.8,07:37 AM,07:03 PM
14,2018-11-01,11.8603457,2.5342619017094017,5.0,11.6,18.0,22.0,13.0,2.7,07:37 AM,07:03 PM
14,2018-11-02,8.0695815,1.7242695512820514,5.0,11.6,32.0,20.0,13.0,1.4,07:38 AM,07:02 PM
14,2018-11-03,18.666373,3.9885412393162394,5.0,11.6,18.0,20.0,12.0,0.8,07:38 AM,07:02 PM
14,2018-11-04,5.0642173,1.0820977136752137,4.0,11.6,30.0,18.0,12.0,0.2,07:39 AM,07:01 PM
14,2018-11-05,20.9134355,4.4686827991452995,5.0,11.6,9.0,21.0,12.0,0.0,07:39 AM,07:01 PM
14,2018-11-06,22.9789336,4.910028547008547,5.0,11.6,4.0,24.0,12.0,0.0,07:40 AM,07:00 PM
14,2018-11-07,18.6654375,3.988341346153846,5.0,11.6,9.0,23.0,14.0,0.3,07:40 AM,07:00 PM
14,2018-11-08,20.7316367,4.429836901709402,5.0,11.6,7.0,23.0,14.0,0.1,07:41 AM,07:00 PM
14,2018-11-09,18.6538809,3.9858719871794874,5.0,11.2,6.0,23.0,13.0,0.2,07:41 AM,06:59 PM
14,2018-11-10,20.611189500000002,4.404100320512821,5.0,11.2,15.0,21.0,12.0,0.1,07:42 AM,06:59 PM
14,2018-11-11,14.895387699999999,3.1827751495726493,5.0,11.2,11.0,22.0,12.0,0.2,07:42 AM,06:59 PM
14,2018-11-12,18.2171445,3.8925522435897437,5.0,11.2,7.0,22.0,13.0,0.1,07:43 AM,06:58 PM
14,2018-11-13,7.6516431,1.6349664743589745,5.0,11.2,18.0,20.0,12.0,0.8,07:43 AM,06:58 PM
14,2018-11-14,2.737625,0.5849626068376068,2.0,11.1,44.0,12.0,8.0,6.3,07:44 AM,06:58 PM
14,2018-11-15,18.3162754,3.9137340598290598,4.0,11.1,7.0,18.0,7.0,0.0,07:45 AM,06:58 PM
14,2018-11-16,21.3570352,4.5634690598290595,4.0,11.1,4.0,19.0,9.0,0.0,07:45 AM,06:58 PM
14,2018-11-17,21.153886699999997,4.52006126068376,4.0,11.1,4.0,21.0,10.0,0.0,07:46 AM,06:57 PM
14,2018-11-18,14.829656199999999,3.168729957264957,5.0,11.1,12.0,21.0,11.0,0.0,07:46 AM,06:57 PM
14,2018-11-19,20.8222441,4.449197457264957,5.0,11.1,0.0,22.0,11.0,0.0,07:47 AM,06:57 PM
14,2018-11-20,20.0102676,4.275698205128205,5.0,11.1,4.0,22.0,11.0,0.0,07:47 AM,06:57 PM
14,2018-11-21,19.5756074,4.182822094017094,5.0,11.1,5.0,22.0,12.0,0.0,07:48 AM,06:57 PM
14,2018-11-22,18.1189414,3.8715686752136755,5.0,11.1,5.0,22.0,13.0,0.0,07:49 AM,06:57 PM
14,2018-11-23,18.446900399999997,3.9416453846153843,5.0,11.1,2.0,23.0,13.0,0.0,07:49 AM,06:57 PM
14,2018-11-24,18.7244023,4.0009406623931625,5.0,11.1,4.0,23.0,13.0,0.0,07:50 AM,06:57 PM
14,2018-11-25,19.1320117,4.0880366880341885,5.0,11.1,2.0,22.0,12.0,0.0,07:50 AM,06:57 PM
14,2018-11-26,13.107213900000001,2.800686730769231,5.0,11.1,5.0,20.0,11.0,0.1,07:51 AM,06:57 PM
14,2018-11-27,17.055584,3.644355555555556,5.0,11.1,13.0,20.0,11.0,0.3,07:52 AM,06:57 PM
14,2018-11-28,9.9841533,2.1333660897435895,4.0,11.1,34.0,18.0,12.0,0.2,07:52 AM,06:57 PM
14,2018-11-29,4.8110908,1.0280108547008546,4.0,11.0,50.0,14.0,12.0,3.6,07:53 AM,06:57 PM
14,2018-11-30,14.0714102,3.0067115811965817,4.0,11.0,25.0,18.0,11.0,0.0,07:53 AM,06:57 PM
14,2018-12-01,18.225875,3.894417735042735,5.0,11.0,7.0,21.0,11.0,0.0,07:54 AM,06:57 PM
14,2018-12-02,18.4236465,3.936676602564103,5.0,11.0,3.0,22.0,11.0,0.0,07:55 AM,06:57 PM
14,2018-12-03,18.0410508,3.854925384615385,5.0,11.0,2.0,22.0,11.0,0.0,07:55 AM,06:57 PM
14,2018-12-04,16.532113300000002,3.532502841880343,5.0,11.0,10.0,21.0,12.0,1.3,07:56 AM,06:58 PM
14,2018-12-05,15.9757842,3.413629102564103,5.0,11.0,26.0,18.0,12.0,0.4,07:57 AM,06:58 PM
14,2018-12-06,15.3766064,3.2855996581196583,5.0,11.0,23.0,21.0,11.0,1.7,07:57 AM,06:58 PM
14,2018-12-07,16.4906914,3.5236520085470087,5.0,11.0,13.0,21.0,12.0,0.0,07:58 AM,06:58 PM
14,2018-12-08,17.129248,3.660095726495727,5.0,11.0,5.0,21.0,11.0,0.1,07:58 AM,06:59 PM
14,2018-12-09,17.141330099999998,3.6626773717948713,5.0,11.0,9.0,20.0,12.0,0.0,07:59 AM,06:59 PM
14,2018-12-10,15.4273047,3.2964326282051286,4.0,10.6,26.0,18.0,11.0,0.1,08:00 AM,06:59 PM
14,2018-12-11,14.869427700000001,3.1772281410256413,4.0,11.0,17.0,18.0,9.0,0.0,08:00 AM,07:00 PM
14,2018-12-12,11.6916523,2.4982163034188036,4.0,11.0,7.0,19.0,10.0,0.0,08:01 AM,07:00 PM
14,2018-12-13,13.939255900000001,2.9784734829059833,4.0,11.0,9.0,20.0,12.0,0.0,08:01 AM,07:00 PM
14,2018-12-14,15.622511699999999,3.3381435256410255,4.0,11.0,12.0,20.0,10.0,0.0,08:02 AM,07:01 PM
14,2018-12-15,15.7168457,3.3583003632478636,4.0,11.0,9.0,19.0,9.0,0.0,08:02 AM,07:01 PM
14,2018-12-16,16.6135918,3.5499127777777777,4.0,11.0,3.0,20.0,9.0,0.0,08:03 AM,07:01 PM
14,2018-12-17,13.2488613,2.8309532692307693,4.0,11.0,7.0,20.0,9.0,0.0,08:03 AM,07:02 PM
14,2018-12-18,14.268123,3.048744230769231,4.0,11.0,3.0,20.0,10.0,0.0,08:04 AM,07:02 PM
14,2018-12-19,16.0090859,3.4207448504273503,4.0,11.0,5.0,19.0,11.0,0.0,08:05 AM,07:03 PM
14,2018-12-20,16.6455078,3.556732435897436,4.0,11.0,0.0,19.0,9.0,0.0,08:05 AM,07:03 PM
14,2018-12-21,16.475287100000003,3.5203604914529922,4.0,11.0,0.0,18.0,7.0,0.0,08:06 AM,07:04 PM
14,2018-12-22,16.0993301,3.4400277991452994,4.0,11.0,1.0,19.0,8.0,0.0,08:06 AM,07:04 PM
14,2018-12-23,15.440291,3.299207478632479,4.0,11.0,12.0,20.0,8.0,0.0,08:06 AM,07:05 PM
14,2018-12-24,16.2354941,3.469122670940171,4.0,11.0,5.0,20.0,8.0,0.0,08:07 AM,07:05 PM
14,2018-12-25,14.9444326,3.1932548290598293,4.0,11.0,9.0,20.0,11.0,0.0,08:07 AM,07:06 PM
14,2018-12-26,13.5833115,2.9024169871794876,4.0,11.0,4.0,20.0,11.0,0.0,08:08 AM,07:06 PM
14,2018-12-27,15.6435635,3.342641773504274,4.0,11.0,6.0,20.0,11.0,0.0,08:08 AM,07:07 PM
14,2018-12-28,11.607998,2.4803414529914534,4.0,11.0,3.0,20.0,10.0,0.0,08:09 AM,07:08 PM
14,2018-12-29,15.703190399999999,3.355382564102564,5.0,11.0,0.0,22.0,11.0,0.0,08:09 AM,07:08 PM
14,2018-12-30,16.263668,3.475142735042735,4.0,11.0,3.0,20.0,11.0,0.0,08:09 AM,07:09 PM
14,2018-12-31,13.2351201,2.8280171153846156,4.0,11.0,14.0,21.0,10.0,0.0,08:10 AM,07:09 PM
14,2019-01-01,16.4071855,3.5058088675213677,5.0,11.0,4.0,20.0,6.0,0.0,08:10 AM,07:10 PM
14,2019-01-02,12.6953467,2.712680918803419,5.0,11.0,4.0,20.0,9.0,0.0,08:10 AM,07:11 PM
14,2019-01-03,12.9837109,2.774297200854701,5.0,11.0,5.0,21.0,6.0,0.0,08:11 AM,07:11 PM
14,2019-01-04,15.8395479,3.3845187820512823,5.0,11.0,8.0,20.0,9.0,0.0,08:11 AM,07:12 PM
14,2019-01-05,13.7984658,2.9483901282051286,5.0,11.0,8.0,21.0,8.0,0.0,08:11 AM,07:13 PM
14,2019-01-06,14.0246035,2.9967101495726496,5.0,11.0,5.0,22.0,7.0,0.0,08:12 AM,07:13 PM
14,2019-01-07,15.4337607,3.2978121153846156,5.0,11.0,1.0,21.0,7.0,0.0,08:12 AM,07:14 PM
14,2019-01-08,16.6207324,3.5514385470085474,4.0,11.0,4.0,22.0,5.0,0.0,08:12 AM,07:14 PM
14,2019-01-09,16.3909883,3.5023479273504274,4.0,11.0,9.0,20.0,3.0,0.0,08:12 AM,07:15 PM
14,2019-01-10,15.1987539,3.247596987179487,4.0,11.0,15.0,18.0,7.0,0.0,08:12 AM,07:16 PM
14,2019-01-11,16.3239541,3.488024380341881,4.0,11.0,10.0,19.0,7.0,0.0,08:13 AM,07:16 PM
14,2019-01-12,12.455958999999998,2.6615297008547008,3.0,8.6,46.0,18.0,8.0,2.8,08:13 AM,07:17 PM
14,2019-01-13,12.2417266,2.615753547008547,3.0,8.6,64.0,17.0,10.0,2.1,08:13 AM,07:18 PM
14,2019-01-14,16.302417,3.483422435897436,4.0,10.1,42.0,18.0,9.0,0.6,08:13 AM,07:18 PM
14,2019-01-15,12.9336348,2.7635971794871796,4.0,11.1,19.0,18.0,7.0,0.0,08:13 AM,07:19 PM
14,2019-01-16,13.854546899999999,2.9603732692307694,4.0,11.1,11.0,19.0,8.0,0.0,08:13 AM,07:20 PM
14,2019-01-17,9.5370098,2.037822606837607,5.0,11.1,25.0,19.0,10.0,0.4,08:13 AM,07:20 PM
14,2019-01-18,14.697890600000001,3.140574914529915,4.0,11.1,13.0,19.0,8.0,0.0,08:13 AM,07:21 PM
14,2019-01-19,14.476604499999999,3.09329155982906,4.0,8.6,38.0,19.0,8.0,1.1,08:13 AM,07:22 PM
14,2019-01-20,17.8005,3.803525641025641,4.0,11.1,31.0,20.0,8.0,0.4,08:13 AM,07:22 PM
14,2019-01-21,18.315091799999998,3.9134811538461536,4.0,11.1,0.0,21.0,3.0,0.0,08:13 AM,07:23 PM
14,2019-01-22,18.4313613,3.938325064102564,4.0,11.1,1.0,20.0,5.0,0.0,08:13 AM,07:24 PM
14,2019-01-23,18.2747441,3.9048598504273504,5.0,11.1,4.0,20.0,6.0,0.0,08:13 AM,07:24 PM
14,2019-01-24,17.9080977,3.8265166025641024,5.0,11.1,2.0,21.0,8.0,0.0,08:13 AM,07:25 PM
14,2019-01-25,18.1917188,3.887119401709402,5.0,11.1,1.0,21.0,8.0,0.0,08:12 AM,07:25 PM
14,2019-01-26,18.2223262,3.893659444444445,5.0,11.1,10.0,21.0,6.0,0.0,08:12 AM,07:26 PM
14,2019-01-27,19.050673800000002,4.0706567948717955,4.0,11.2,3.0,17.0,7.0,0.0,08:12 AM,07:27 PM
14,2019-01-28,18.7113613,3.998154123931624,4.0,11.2,3.0,20.0,6.0,0.0,08:12 AM,07:27 PM
14,2019-01-29,18.945019499999997,4.048081089743589,5.0,11.2,2.0,21.0,6.0,0.0,08:12 AM,07:28 PM
14,2019-01-30,19.3498203,4.1345769871794875,5.0,11.2,1.0,20.0,9.0,0.0,08:11 AM,07:28 PM
14,2019-01-31,18.859043,4.029710042735043,5.0,11.2,1.0,20.0,6.0,0.0,08:11 AM,07:29 PM
14,2019-02-01,18.7624199,4.009064081196581,5.0,11.2,3.0,21.0,6.0,0.0,08:11 AM,07:30 PM
14,2019-02-02,19.2300684,4.108988974358975,5.0,11.2,1.0,22.0,8.0,0.0,08:11 AM,07:30 PM
14,2019-02-03,18.8980898,4.038053376068376,5.0,11.2,0.0,23.0,8.0,0.0,08:10 AM,07:31 PM
14,2019-02-04,18.8884219,4.035987585470086,5.0,11.2,3.0,23.0,10.0,0.0,08:10 AM,07:31 PM
14,2019-02-05,18.7060625,3.9970219017094024,6.0,11.2,0.0,30.0,13.0,0.0,08:10 AM,07:32 PM
14,2019-02-06,18.5074941,3.9545927564102565,6.0,11.2,0.0,29.0,16.0,0.0,08:09 AM,07:32 PM
14,2019-02-07,17.8496328,3.8140241025641024,6.0,11.2,1.0,28.0,18.0,0.1,08:09 AM,07:33 PM
14,2019-02-08,16.0324521,3.4257376282051286,5.0,11.3,18.0,21.0,11.0,0.2,08:08 AM,07:33 PM
14,2019-02-09,16.8996855,3.6110439102564107,5.0,11.3,21.0,22.0,8.0,0.1,08:08 AM,07:34 PM
14,2019-02-10,18.9517012,4.049508803418804,5.0,11.3,6.0,21.0,9.0,0.0,08:07 AM,07:34 PM
14,2019-02-11,18.647146499999998,3.9844330128205128,5.0,11.3,3.0,22.0,9.0,0.0,08:07 AM,07:35 PM
14,2019-02-12,12.735337900000001,2.7212260470085474,4.0,10.1,34.0,22.0,10.0,3.3,08:07 AM,07:35 PM
14,2019-02-13,12.350359399999999,2.6389656837606834,4.0,11.3,54.0,21.0,10.0,3.5,08:06 AM,07:36 PM
14,2019-02-14,17.4788164,3.7347898290598294,5.0,11.3,20.0,23.0,9.0,0.1,08:05 AM,07:36 PM
14,2019-02-15,18.6865996,3.9928631623931627,5.0,11.3,5.0,25.0,11.0,0.0,08:05 AM,07:37 PM
14,2019-02-16,18.5254004,3.9584188888888887,6.0,11.3,1.0,25.0,11.0,0.0,08:04 AM,07:37 PM
14,2019-02-17,19.7323711,4.216318611111112,6.0,11.3,0.0,26.0,12.0,0.0,08:04 AM,07:38 PM
14,2019-02-18,19.877084,4.247240170940171,6.0,11.4,0.0,26.0,10.0,0.0,08:03 AM,07:38 PM
14,2019-02-19,20.6021777,4.402174722222222,6.0,11.4,0.0,25.0,10.0,0.0,08:03 AM,07:38 PM
14,2019-02-20,20.2095645,4.318283012820513,5.0,11.4,0.0,24.0,8.0,0.0,08:02 AM,07:39 PM
14,2019-02-21,20.3223125,4.342374465811965,5.0,11.4,1.0,23.0,9.0,0.0,08:01 AM,07:39 PM
14,2019-02-22,15.8436045,3.385385576923077,5.0,11.4,15.0,23.0,9.0,0.0,08:01 AM,07:40 PM
14,2019-02-23,14.894067399999999,3.182493034188034,5.0,11.4,29.0,23.0,10.0,0.5,08:00 AM,07:40 PM
14,2019-02-24,13.082495100000001,2.7954049358974364,5.0,11.4,53.0,23.0,10.0,3.6,08:00 AM,07:40 PM
14,2019-02-25,12.484251,2.6675750000000003,4.0,8.8,67.0,21.0,11.0,9.3,07:59 AM,07:41 PM
14,2019-02-26,14.2550684,3.0459547863247867,5.0,11.6,50.0,23.0,11.0,4.6,07:58 AM,07:41 PM
14,2019-02-27,19.427875,4.151255341880343,5.0,11.6,11.0,25.0,10.0,2.4,07:57 AM,07:41 PM
14,2019-02-28,19.4136816,4.148222564102564,5.0,11.6,12.0,25.0,10.0,0.0,07:57 AM,07:42 PM
14,2019-03-01,19.0724609,4.075312158119658,5.0,11.6,1.0,25.0,11.0,0.0,07:56 AM,07:42 PM
14,2019-03-02,15.7380947,3.362840747863248,5.0,11.6,10.0,25.0,12.0,0.1,07:55 AM,07:43 PM
14,2019-03-03,15.577293,3.32848141025641,5.0,11.6,11.0,26.0,11.0,0.2,07:55 AM,07:43 PM
14,2019-03-04,15.6377773,3.341405405982906,4.0,5.9,76.0,24.0,12.0,9.9,07:54 AM,07:43 PM
14,2019-03-05,10.8412344,2.3165030769230768,4.0,10.2,32.0,23.0,14.0,8.3,07:53 AM,07:43 PM
14,2019-03-06,18.799320299999998,4.016948782051282,5.0,11.6,15.0,22.0,12.0,0.5,07:52 AM,07:44 PM
14,2019-03-07,15.5945049,3.332159166666667,6.0,11.6,14.0,29.0,13.0,0.2,07:52 AM,07:44 PM
14,2019-03-08,19.0612754,4.072922094017094,6.0,11.6,11.0,25.0,12.0,0.1,07:51 AM,07:44 PM
14,2019-03-09,17.584334,3.7573363247863245,5.0,11.6,23.0,26.0,13.0,0.4,07:50 AM,07:45 PM
14,2019-03-10,19.022732400000002,4.064686410256411,5.0,10.2,43.0,26.0,13.0,0.9,07:49 AM,07:45 PM
14,2019-03-11,19.1364707,4.0889894658119665,6.0,11.6,11.0,26.0,12.0,0.2,07:48 AM,07:45 PM
14,2019-03-12,20.7384844,4.4313000854700855,6.0,11.6,0.0,27.0,11.0,0.0,07:48 AM,07:46 PM
14,2019-03-13,19.5955664,4.187086837606838,6.0,11.6,0.0,28.0,12.0,0.0,07:47 AM,07:46 PM
14,2019-03-14,19.4364141,4.153079935897436,6.0,11.6,3.0,30.0,14.0,0.0,07:46 AM,07:46 PM
14,2019-03-15,19.6041953,4.18893061965812,4.0,8.8,45.0,23.0,13.0,1.2,07:45 AM,07:46 PM
14,2019-03-16,15.9960098,3.417950811965812,4.0,10.2,56.0,24.0,12.0,1.5,07:44 AM,07:47 PM
14,2019-03-17,12.3297393,2.6345596794871797,4.0,10.2,40.0,24.0,11.0,2.5,07:43 AM,07:47 PM
14,2019-03-18,13.568779300000001,2.8993118162393166,4.0,10.2,44.0,23.0,11.0,1.1,07:43 AM,07:47 PM
14,2019-03-19,20.457648399999997,4.371292393162393,5.0,11.6,15.0,23.0,10.0,0.1,07:42 AM,07:47 PM
14,2019-03-20,17.3045547,3.6975544230769235,5.0,11.6,3.0,26.0,10.0,0.0,07:41 AM,07:48 PM
14,2019-03-21,14.7420879,3.150018782051282,4.0,8.8,44.0,23.0,10.0,1.3,07:40 AM,07:48 PM
14,2019-03-22,12.6196094,2.696497735042735,4.0,11.6,51.0,23.0,10.0,1.6,07:39 AM,07:48 PM
14,2019-03-23,18.2878066,3.907650982905983,6.0,11.6,15.0,26.0,13.0,0.2,07:38 AM,07:48 PM
14,2019-03-24,16.1151055,3.443398611111111,6.0,11.6,3.0,29.0,11.0,0.0,07:38 AM,07:49 PM
14,2019-03-25,19.7129082,4.2121598717948725,6.0,11.6,3.0,29.0,12.0,0.0,07:37 AM,07:49 PM
14,2019-03-26,20.4637383,4.372593653846154,6.0,11.6,0.0,30.0,10.0,0.0,07:36 AM,07:49 PM
14,2019-03-27,20.0496699,4.284117500000001,6.0,11.6,3.0,31.0,8.0,0.0,07:35 AM,07:49 PM
14,2019-03-28,19.838640599999998,4.239025769230769,6.0,11.6,2.0,29.0,10.0,0.0,07:34 AM,07:50 PM
14,2019-03-29,18.978162100000002,4.0551628418803425,6.0,11.6,1.0,31.0,14.0,0.0,07:33 AM,07:50 PM
14,2019-03-30,18.7971094,4.016476367521368,7.0,11.6,3.0,31.0,18.0,0.0,07:32 AM,07:50 PM
14,2019-03-31,16.465970700000003,3.5183698076923084,6.0,11.6,2.0,29.0,15.0,0.0,07:32 AM,07:50 PM
14,2019-04-01,15.4312051,3.2972660470085473,6.0,11.6,11.0,28.0,13.0,0.1,07:31 AM,07:51 PM
14,2019-04-02,18.2028262,3.889492777777778,6.0,11.6,2.0,27.0,17.0,0.0,07:30 AM,07:51 PM
14,2019-04-03,14.597115200000001,3.11904170940171,6.0,11.6,5.0,26.0,12.0,0.0,07:29 AM,07:51 PM
14,2019-04-04,17.1786855,3.670659294871795,6.0,11.6,11.0,29.0,14.0,0.1,07:28 AM,07:51 PM
14,2019-04-05,16.4723535,3.519733653846154,4.0,7.5,66.0,24.0,12.0,3.3,07:27 AM,07:52 PM
14,2019-04-06,17.900843799999997,3.8249666239316236,5.0,11.6,6.0,24.0,12.0,0.0,07:27 AM,07:52 PM
14,2019-04-07,19.1690586,4.0959526923076925,6.0,11.6,5.0,27.0,13.0,0.0,07:26 AM,07:52 PM
14,2019-04-08,14.2289609,3.040376260683761,6.0,11.6,22.0,28.0,14.0,0.3,07:25 AM,07:52 PM
14,2019-04-09,16.3852598,3.501123888888889,4.0,11.6,40.0,24.0,10.0,1.4,07:24 AM,07:53 PM
14,2019-04-10,18.910718799999998,4.0407518803418805,6.0,11.6,0.0,30.0,13.0,0.0,07:23 AM,07:53 PM
14,2019-04-11,18.970851600000003,4.05360076923077,6.0,11.6,0.0,27.0,18.0,0.0,07:23 AM,07:53 PM
14,2019-04-12,19.433873,4.152536965811966,6.0,11.6,0.0,25.0,16.0,0.0,07:22 AM,07:53 PM
14,2019-04-13,19.117939500000002,4.085029807692308,6.0,11.6,0.0,28.0,13.0,0.0,07:21 AM,07:54 PM
14,2019-04-14,18.599916,3.974341025641026,6.0,11.6,0.0,27.0,13.0,0.0,07:20 AM,07:54 PM
14,2019-04-15,17.9129785,3.827559508547009,6.0,11.6,10.0,29.0,12.0,0.1,07:19 AM,07:54 PM
14,2019-04-16,18.097617200000002,3.8670122222222227,6.0,11.6,11.0,30.0,13.0,0.1,07:19 AM,07:55 PM
14,2019-04-17,16.9263398,3.616739273504274,5.0,10.2,21.0,29.0,17.0,0.5,07:18 AM,07:55 PM
14,2019-04-18,18.8703789,4.032132243589744,7.0,11.6,4.0,31.0,19.0,0.0,07:17 AM,07:55 PM
14,2019-04-19,14.8230391,3.1673160470085473,4.0,10.2,35.0,27.0,10.0,0.8,07:16 AM,07:55 PM
14,2019-04-20,15.118881799999999,3.230530299145299,6.0,11.6,15.0,31.0,11.0,0.4,07:16 AM,07:56 PM
14,2019-04-21,16.0892207,3.4378676709401708,6.0,11.6,4.0,31.0,14.0,0.0,07:15 AM,07:56 PM
14,2019-04-22,13.8112764,2.951127435897436,5.0,10.3,49.0,33.0,15.0,1.6,07:14 AM,07:56 PM
14,2019-04-23,17.847275399999997,3.8135203846153845,5.0,10.3,37.0,28.0,14.0,1.1,07:14 AM,07:57 PM
14,2019-04-24,16.8130098,3.5925234615384616,6.0,11.6,1.0,27.0,17.0,0.0,07:13 AM,07:57 PM
14,2019-04-25,18.224537100000003,3.89413185897436,7.0,11.6,1.0,31.0,16.0,0.0,07:12 AM,07:57 PM
14,2019-04-26,15.6625215,3.3466926282051284,5.0,8.9,46.0,29.0,13.0,4.2,07:12 AM,07:58 PM
14,2019-04-27,15.3287793,3.2753801923076926,5.0,8.9,44.0,29.0,13.0,0.7,07:11 AM,07:58 PM
14,2019-04-28,11.5746523,2.4732163034188037,5.0,11.6,47.0,29.0,15.0,0.9,07:10 AM,07:58 PM
14,2019-04-29,10.247877899999999,2.1897175,5.0,11.6,59.0,29.0,16.0,7.9,07:10 AM,07:59 PM
14,2019-04-30,14.368385700000001,3.070167884615385,5.0,8.9,49.0,28.0,15.0,9.6,07:09 AM,07:59 PM
14,2019-05-01,15.945292,3.4071136752136755,7.0,11.6,39.0,31.0,14.0,13.7,07:08 AM,07:59 PM
14,2019-05-02,12.9572412,2.7686412820512825,6.0,11.6,41.0,30.0,16.0,3.8,07:08 AM,08:00 PM
14,2019-05-03,16.1590186,3.4527817521367523,6.0,11.6,25.0,28.0,15.0,1.1,07:07 AM,08:00 PM
14,2019-05-04,13.058834,2.790349145299145,6.0,11.6,43.0,27.0,14.0,1.5,07:07 AM,08:00 PM
14,2019-05-05,12.6860723,2.7106992094017093,5.0,11.6,63.0,27.0,14.0,1.9,07:06 AM,08:01 PM
14,2019-05-06,17.5466934,3.7492934615384614,6.0,11.6,15.0,26.0,14.0,0.8,07:06 AM,08:01 PM
14,2019-05-07,16.2177588,3.465333076923077,6.0,11.6,3.0,27.0,16.0,0.0,07:05 AM,08:01 PM
